rule,normalized_support
BMIcp=26.35 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
BMIcp=26.35 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
BMIcp=26.35 & Glucosecp=99.5,0.75
BMIcp=26.35 & Pregnanciescp=2.5,0.75
BMIcp=26.35 & Pregnanciescp=2.5 & Glucosecp=99.5,0.75
BMIcp=26.35 & Pregnanciescp=1.5,0.75
BMIcp=26.35 & Pregnanciescp=1.5 & Glucosecp=99.5,0.75
BMIcp=26.35 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.75
BMIcp=26.35 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.75
Insulincp=131.0,0.5
Insulincp=131.0 & Agecp=44.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Agecp=31.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Glucosecp=116.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & SkinThicknesscp=13.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=128.5 & Pregnanciescp=1.5 & Pregnanciescp=2.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Glucosecp=99.5,0.5
Insulincp=131.0 & Agecp=44.5 & Pregnanciescp=5.5 & Agecp=31.5 & SkinThicknesscp=13.5 & Pregnanciescp=2.5,0.5
